# Frequency       Real(mHT)             Imag(mHT)
112265.49381200     0.274731671866909    -2.532452053610701
112265.49416300     0.276576561787640    -2.539705949760278
112265.49451400     0.278440460473304    -2.547001009341697
112265.49486500     0.280323625072778    -2.554337562109045
112265.49521600     0.282226317140954    -2.561715941794360
112265.49556700     0.284148802486570    -2.569136485232804
112265.49591800     0.286091351006937    -2.576599531456531
112265.49626900     0.288054237245098    -2.584105423565072
112265.49662000     0.290037740235003    -2.591654507834806
112265.49697100     0.292042143333032    -2.599247132796341
112265.49732200     0.294067734794994    -2.606883651136502
112265.49767300     0.296114807618573    -2.614564418791596
112265.49802400     0.298183659371622    -2.622289794007777
112265.49837500     0.300274592789859    -2.630060139275244
112265.49872600     0.302387915616574    -2.637875820404798
112265.49907700     0.304523940427600    -2.645737205570576
112265.49942800     0.306682985250660    -2.653644667277150
112265.49977900     0.308865373402285    -2.661598581418753
112265.50013000     0.311071433309385    -2.669599326303817
112265.50048100     0.313301499151233    -2.677647284655599
112265.50083200     0.315555910693548    -2.685742842653469
112265.50118300     0.317835013106566    -2.693886388938640
112265.50153400     0.320139157630715    -2.702078316648924
112265.50188500     0.322468701407782    -2.710319022441493
112265.50223600     0.324824007295423    -2.718608905479079
112265.50258700     0.327205444557584    -2.726948369499544
112265.50293800     0.329613388692702    -2.735337821819407
112265.50328900     0.332048221244539    -2.743777672299837
112265.50364000     0.334510330518485    -2.752268335451648
112265.50399100     0.337000111406734    -2.760810229418886
112265.50434200     0.339517965195306    -2.769403774923878
112265.50469300     0.342064300307443    -2.778049397408271
112265.50504400     0.344639532125633    -2.786747525995931
112265.50539500     0.347244082794742    -2.795498592416256
112265.50574600     0.349878381993705    -2.804303033181889
112265.50609700     0.352542866754324    -2.813161288530120
112265.50644800     0.355237981260344    -2.822073801323638
112265.50679900     0.357964177648745    -2.831041019265522
112265.50715000     0.360721915825201    -2.840063393818330
112265.50750100     0.363511663258944    -2.849141379081368
112265.50785200     0.366333895814989    -2.858275434043592
112265.50820300     0.369189097566143    -2.867466021479469
112265.50855400     0.372077760583452    -2.876713606801853
112265.50890500     0.375000385800792    -2.886018660353379
112265.50925600     0.377957482823249    -2.895381656278147
112265.50960700     0.380949569712971    -2.904803071349223
112265.50995800     0.383977173887569    -2.914283387299098
112265.51030900     0.387040831924696    -2.923823089666188
112265.51066000     0.390141089343076    -2.933422666595944
112265.51101100     0.393278501536227    -2.943082611210902
112265.51136200     0.396453633573061    -2.952803420430977
112265.51171300     0.399667059973792    -2.962585593747034
112265.51206400     0.402919365680598    -2.972429635631121
112265.51241500     0.406211145853968    -2.982336054329387
112265.51276600     0.409543005643234    -2.992305360607008
112265.51311700     0.412915561195772    -3.002338070199072
112265.51346800     0.416329439448866    -3.012434702574968
112265.51381900     0.419785277894484    -3.022595779653433
112265.51417000     0.423283725628758    -3.032821828294580
112265.51452100     0.426825443139027    -3.043113379034520
112265.51487200     0.430411102062486    -3.053470964769244
112265.51522300     0.434041386277704    -3.063895123288241
112265.51557400     0.437716991686498    -3.074386395978059
112265.51592500     0.441438625966000    -3.084945326473659
112265.51627600     0.445207009704063    -3.095572463234063
112265.51662700     0.449022876175536    -3.106268358213474
112265.51697800     0.452886971087275    -3.117033565478680
112265.51732900     0.456800053759309    -3.127868643827121
112265.51768000     0.460762896895058    -3.138774155424145
112265.51803100     0.464776286318732    -3.149750664384943
112265.51838200     0.468841022204206    -3.160798739435450
112265.51873300     0.472957918838655    -3.171918952514142
112265.51908400     0.477127804351704    -3.183111877317040
112265.51943500     0.481351521994032    -3.194378092001675
112265.51978600     0.485629929893837    -3.205718177751947
112265.52013700     0.489963900777000    -3.217132717284463
112265.52048800     0.494354323297537    -3.228622297595965
112265.52083900     0.498802101786181    -3.240187508489491
112265.52119000     0.503308155960793    -3.251828941040445
112265.52154100     0.507873422310791    -3.263547190387669
112265.52189200     0.512498853837104    -3.275342854219255
112265.52224300     0.517185419751928    -3.287216531196524
112265.52259400     0.521934106919362    -3.299168823789004
112265.52294500     0.526745919585869    -3.311200336718061
112265.52329600     0.531621879068396    -3.323311675337013
112265.52364700     0.536563025253505    -3.335503448510138
112265.52399800     0.541570416317382    -3.347776267012323
112265.52434900     0.546645128401241    -3.360130741863395
112265.52470000     0.551788257171299    -3.372567487251315
112265.52505100     0.557000917527276    -3.385087118885919
112265.52540200     0.562284243263873    -3.397690252285531
112265.52575300     0.567639388694056    -3.410377505744450
112265.52610400     0.573067528344820    -3.423149498638815
112265.52645500     0.578569856603507    -3.436006849663488
112265.52680600     0.584147589406804    -3.448950179843931
112265.52715700     0.589801963922603    -3.461980110792126
112265.52750800     0.595534238179611    -3.475097262891752
112265.52785900     0.601345692824756    -3.488302258354417
112265.52821000     0.607237630789663    -3.501595719423622
112265.52856100     0.613211376902045    -3.514978266506090
112265.52891200     0.619268279714172    -3.528450521272409
112265.52926300     0.625409711152471    -3.542013104806875
112265.52961400     0.631637066108986    -3.555666635682921
112265.52996500     0.637951764343715    -3.569411733108040
112265.53031600     0.644355250115677    -3.583249015017461
112265.53066700     0.650848991752649    -3.597179096091446
112265.53101800     0.657434483630255    -3.611202590944486
112265.53136900     0.664113245782744    -3.625320112160582
112265.53172000     0.670886823449076    -3.639532268250267
112265.53207100     0.677756789131781    -3.653839666883953
112265.53242200     0.684724742185588    -3.668242912866613
112265.53277300     0.691792308337778    -3.682742606032348
112265.53312400     0.698961141830016    -3.697339344521718
112265.53347500     0.706232924982820    -3.712033722693597
112265.53382600     0.713609367688050    -3.726826328955096
112265.53417700     0.721092209636998    -3.741717749082647
112265.53452800     0.728683219858662    -3.756708564068819
112265.53487900     0.736384196182056    -3.771799347885342
112265.53523000     0.744196967554126    -3.786990670847690
112265.53558100     0.752123393549607    -3.802283097394604
112265.53593200     0.760165363800834    -3.817677183781951
112265.53628300     0.768324800409171    -3.833173481490488
112265.53663400     0.776603657424248    -3.848772534935780
112265.53698500     0.785003920238783    -3.864474879090637
112265.53733600     0.793527608097542    -3.880281042935629
112265.53768700     0.802176773543597    -3.896191547097052
112265.53803800     0.810953501775695    -3.912206901395650
112265.53838900     0.819859913258937    -3.928327608339321
112265.53874000     0.828898163135746    -3.944554160686757
112265.53909100     0.838070440543193    -3.960887038920067
112265.53944200     0.847378971329965    -3.977326714779010
112265.53979300     0.856826017429617    -3.993873648747784
112265.54014400     0.866413876135298    -4.010528287449184
112265.54049500     0.876144882927849    -4.027291067219378
112265.54084600     0.886021410808951    -4.044162411515389
112265.54119700     0.896045869530650    -4.061142728228079
112265.54154800     0.906220708539789    -4.078232413296495
112265.54189900     0.916548416268682    -4.095431848033171
112265.54225000     0.927031519316799    -4.112741396353372
112265.54260100     0.937672585517159    -4.130161408427413
112265.54295200     0.948474223182132    -4.147692217921001
112265.54330300     0.959439080234687    -4.165334139137706
112265.54365400     0.970569847402769    -4.183087470707541
112265.54400500     0.981869257417816    -4.200952492739050
112265.54435600     0.993340084093049    -4.218929463871923
112265.54470700     1.004985145652178    -4.237018624999458
112265.54505800     1.016807303878374    -4.255220196328992
112265.54540900     1.028809463136932    -4.273534374341015
112265.54576000     1.040994573845221    -4.291961335542770
112265.54611100     1.053365631569713    -4.310501233433016
112265.54646200     1.065925675990449    -4.329154195363781
112265.54681300     1.078677794519504    -4.347920326321507
112265.54716400     1.091625121343702    -4.366799705791771
112265.54751500     1.104770836328235    -4.385792384519161
112265.54786600     1.118118168791328    -4.404898388311703
112265.54821700     1.131670396490180    -4.424117714800481
112265.54856800     1.145430844461045    -4.443450330092573
112265.54891900     1.159402888958094    -4.462896172593477
112265.54927000     1.173589956380056    -4.482455149655959
112265.54962100     1.187995522043837    -4.502127134120145
112265.54997200     1.202623114295960    -4.521911968147710
112265.55032300     1.217476313377104    -4.541809459753351
112265.55067400     1.232558750126164    -4.561819379225380
112265.55102500     1.247874110272788    -4.581941462964132
112265.55137600     1.263426133236793    -4.602175409888555
112265.55172700     1.279218610759109    -4.622520877729668
112265.55207800     1.295255391384146    -4.642977486864281
112265.55242900     1.311540379190559    -4.663544816588130
112265.55278000     1.328077532345032    -4.684222401273424
112265.55313100     1.344870867783201    -4.705009734187477
112265.55348200     1.361924459867572    -4.725906263622620
112265.55383300     1.379242438859539    -4.746911388907816
112265.55418400     1.396828995807283    -4.768024464200186
112265.55453500     1.414688381125940    -4.789244794460506
112265.55488600     1.432824902982265    -4.810571631307661
112265.55523700     1.451242932397614    -4.832004176769057
112265.55558800     1.469946901744429    -4.853541579089257
112265.55593900     1.488941303036765    -4.875182928414446
112265.55629000     1.508230693255929    -4.896927260485887
112265.55664100     1.527819692755930    -4.918773552267567
112265.55699200     1.547712983451826    -4.940720717446438
112265.55734300     1.567915314374569    -4.962767610050833
112265.55769400     1.588431499976549    -4.984913019881516
112265.55804500     1.609266418207924    -5.007155667811738
112265.55839600     1.630425016306040    -5.029494209310405
112265.55874700     1.651912308990279    -5.051927229659078
112265.55909800     1.673733376414357    -5.074453239034374
112265.55944900     1.695893370194219    -5.097070675913187
112265.55980000     1.718397511478969    -5.119777902056653
112265.56015100     1.741251088764708    -5.142573197355549
112265.56050200     1.764459464162768    -5.165454763092573
112265.56085300     1.788028071330735    -5.188420716672416
112265.56120400     1.811962413130465    -5.211469086209246
112265.56155500     1.836268068136064    -5.234597813618522
112265.56190600     1.860950688405813    -5.257804749070638
112265.56225700     1.886015996963435    -5.281087645297863
112265.56260800     1.911469794542419    -5.304444160485692
112265.56295900     1.937317957175740    -5.327871852425899
112265.56331000     1.963566433475487    -5.351368172518765
112265.56366100     1.990221251606626    -5.374930468431462
112265.56401200     2.017288516666960    -5.398555977924830
112265.56436300     2.044774407735646    -5.422241822525255
112265.56471400     2.072685185065272    -5.445985009915268
112265.56506500     2.101027187219567    -5.469782427406955
112265.56541600     2.129806827855800    -5.493630835256693
112265.56576700     2.159030603119451    -5.517526868750788
112265.56611800     2.188705088501117    -5.541467031297405
112265.56646900     2.218836935311923    -5.565447687356428
112265.56682000     2.249432878259245    -5.589465064180935
112265.56717100     2.280499731977802    -5.613515244498751
112265.56752200     2.312044387150127    -5.637594159029188
112265.56787300     2.344073818235442    -5.661697587839379
112265.56822400     2.376595079622321    -5.685821152586374
112265.56857500     2.409615301338369    -5.709960308592353
112265.56892600     2.443141696897011    -5.734110345773663
112265.56927700     2.477181559010506    -5.758266380414543
112265.56962800     2.511742254824156    -5.782423346773256
112265.56997900     2.546831233837211    -5.806575997540775
112265.57033000     2.582456023105473    -5.830718895118398
112265.57068100     2.618624221925275    -5.854846402728699
112265.57103200     2.655343509775200    -5.878952684360797
112265.57138300     2.692621640926597    -5.903031695526391
112265.57173400     2.730466438491433    -5.927077173851789
112265.57208500     2.768885802320579    -5.951082638467934
112265.57243600     2.807887702928605    -5.975041380222503
112265.57278700     2.847480174807024    -5.998946451733347
112265.57313800     2.887671324202779    -6.022790666183788
112265.57348900     2.928469322250160    -6.046566586973225
112265.57384000     2.969882397437227    -6.070266517218144
112265.57419100     3.011918843174449    -6.093882497916810
112265.57454200     3.054587010011861    -6.117406297028052
112265.57489300     3.097895297131154    -6.140829398413491
112265.57524400     3.141852159599408    -6.164142999341927
112265.57559500     3.186466099533353    -6.187337998995090
112265.57594600     3.231745656473068    -6.210404986855198
112265.57629700     3.277699414199177    -6.233334239527823
112265.57664800     3.324335990688634    -6.256115708685718
112265.57699900     3.371664027207900    -6.278739008919213
112265.57735000     3.419692194554224    -6.301193413868170
112265.57770100     3.468429181628470    -6.323467843630695
112265.57805200     3.517883683066734    -6.345550852111512
112265.57840300     3.568064404747093    -6.367430622468810
112265.57875400     3.618980050785309    -6.389094954035182
112265.57910500     3.670639309503854    -6.410531249220920
112265.57945600     3.723050858025597    -6.431726508301838
112265.57980700     3.776223347477796    -6.452667315925079
112265.58015800     3.830165387077198    -6.473339827651839
112265.58050900     3.884885547611652    -6.493729764138060
112265.58086000     3.940392344617491    -6.513822397329135
112265.58121100     3.996694220339250    -6.533602536760822
112265.58156200     4.053799545880087    -6.553054523216606
112265.58191300     4.111716602098041    -6.572162214754314
112265.58226400     4.170453559180095    -6.590908972925468
112265.58261500     4.230018477223367    -6.609277656032933
112265.58296600     4.290419284578254    -6.627250605179514
112265.58331700     4.351663754760007    -6.644809630616181
112265.58366800     4.413759505206651    -6.661936004772105
112265.58401900     4.476713972782723    -6.678610448571646
112265.58437000     4.540534387739600    -6.694813118182036
112265.58472100     4.605227770384109    -6.710523598045958
112265.58507200     4.670800903448256    -6.725720887780381
112265.58542300     4.737260302803708    -6.740383389664737
112265.58577400     4.804612211769951    -6.754488901975389
112265.58612500     4.872862570055302    -6.768014606857648
112265.58647600     4.942016980934195    -6.780937058978239
112265.58682700     5.012080702928637    -6.793232179540798
112265.58717800     5.083058615036766    -6.804875245612915
112265.58752900     5.154955180097812    -6.815840880460582
112265.58788000     5.227774433598673    -6.826103048716178
112265.58823100     5.301519944932646    -6.835635047744328
112265.58858200     5.376194776710253    -6.844409500282135
112265.58893300     5.451801470478301    -6.852398351334565
112265.58928400     5.528342003798200    -6.859572862276001
112265.58963500     5.605817745315680    -6.865903606537393
112265.58998600     5.684229437238308    -6.871360468916901
112265.59033700     5.763577148095039    -6.875912643237402
112265.59068800     5.843860223460442    -6.879528631946770
112265.59103900     5.925077265123829    -6.882176248652849
112265.59139000     6.007226079495497    -6.883822620285975
112265.59174100     6.090303623997595    -6.884434191609370
112265.59209200     6.174305982980173    -6.883976731910946
112265.59244300     6.259228311881678    -6.882415342750690
112265.59279400     6.345064779455455    -6.879714468507059
112265.59314500     6.431808540651801    -6.875837908278748
112265.59349600     6.519451676826962    -6.870748830420530
112265.59384700     6.607985134178489    -6.864409790371587
112265.59419800     6.697398694023301    -6.856782748927442
112265.59454900     6.787680909587595    -6.847829094875632
112265.59490000     6.878819041280644    -6.837509671450130
112265.59525100     6.970799028893792    -6.825784801700471
112265.59560200     7.063605406643661    -6.812614323194032
112265.59595300     7.157221274533660    -6.797957619345754
112265.59630400     7.251628231450681    -6.781773658654521
112265.59665500     7.346806307446633    -6.764021038668042
112265.59700600     7.442733931360241    -6.744658027402577
112265.59735700     7.539387863503600    -6.723642614411590
112265.59770800     7.636743128148722    -6.700932567109935
112265.59805900     7.734772982801761    -6.676485483146549
112265.59841000     7.833448852361541    -6.650258854606281
112265.59876100     7.932740263858133    -6.622210137939429
112265.59911200     8.032614819498589    -6.592296818321984
112265.59946300     8.133038134657387    -6.560476488082700
112265.59981400     8.233973777402841    -6.526706931232404
112265.60016500     8.335383247907505    -6.490946200548199
112265.60051600     8.437225923126567    -6.453152710973857
112265.60086700     8.539459004142479    -6.413285339346666
112265.60121800     8.642037505003247    -6.371303514494164
112265.60156900     8.744914207423976    -6.327167325851651
112265.60192000     8.848039619445714    -6.280837638420773
112265.60227100     8.951361977188615    -6.232276195549166
112265.60262200     9.054827213330384    -6.181445742326312
112265.60297300     9.158378930962852    -6.128310155063202
112265.60332400     9.261958422071570    -6.072834555624491
112265.60367500     9.365504653846724    -6.014985448297402
112265.60402600     9.468954261867880    -5.954730862150724
112265.60437700     9.572241589285326    -5.892040474812128
112265.60472800     9.675298695134535    -5.826885760460254
112265.60507900     9.778055371019059    -5.759240142324018
112265.60543000     9.880439204897039    -5.689079122664835
112265.60578100     9.982375615429227    -5.616380438355295
112265.60613200    10.083787896084710    -5.541124219552533
112265.60648300    10.184597307059098    -5.463293121410557
112265.60683400    10.284723139213201    -5.382872482436264
112265.60718500    10.384082788929081    -5.299850484087106
112265.60753600    10.482591880936127    -5.214218278479534
112265.60788700    10.580164364534129    -5.125970143447879
112265.60823800    10.676712621521956    -5.035103636576092
112265.60858900    10.772147621539986    -4.941619711998461
112265.60894000    10.866379051979736    -4.845522864949171
112265.60929100    10.959315459868668    -4.746821272671468
112265.60964200    11.050864439740955    -4.645526892465324
112265.60999300    11.140932796916644    -4.541655587651353
112265.61034400    11.229426722372807    -4.435227247061968
112265.61069500    11.316252011163010    -4.326265855932000
112265.61104600    11.401314256657697    -4.214799594770443
112265.61139700    11.484519055234724    -4.100860928884353
112265.61174800    11.565772250977798    -3.984486643691090
112265.61209900    11.644980156118798    -3.865717908145717
112265.61245000    11.722049779976739    -3.744600326125982
112265.61280100    11.796889093233027    -3.621183928400947
112265.61315200    11.869407267383782    -3.495523193122899
112265.61350300    11.939514919942134    -3.367677052014165
112265.61385400    12.007124389229430    -3.237708832642151
112265.61420500    12.072149983363060    -3.105686230113821
112265.61455600    12.134508231557174    -2.971681262891331
112265.61490700    12.194118158342313    -2.835770161204583
112265.61525800    12.250901530745262    -2.698033286465085
112265.61560900    12.304783103848431    -2.558555034143962
112265.61596000    12.355690881924415    -2.417423667015237
112265.61631100    12.403556351274664    -2.274731181812736
112265.61666200    12.448314707294351    -2.130573159778700
112265.61701300    12.489905089426726    -1.985048546782816
112265.61736400    12.528270786842898    -1.838259470161535
112265.61771500    12.563359434309014    -1.690311041034330
112265.61806600    12.595123208302862    -1.541311086903547
112265.61841700    12.623518993481802    -1.391369925132432
112265.61876800    12.648508535770286    -1.240600124601104
112265.61911900    12.670058588508091    -1.089116199812638
112265.61947000    12.688141029491836    -0.937034350725156
112265.61982100    12.702732961879837    -0.784472194416198
112265.62017200    12.713816801792024    -0.631548432632399
112265.62052300    12.721380338518692    -0.478382570332372
112265.62087400    12.725416776920540    -0.325094630394211
112265.62122500    12.725924761278947    -0.171804808616868
112265.62157600    12.722908374803103    -0.018633185043297
112265.62192700    12.716377120910170     0.134300563897825
